1,John_F._Milligan
2,Sundar_Pichai
3,Satya_Nadella
4,Elon_Musk
5,Doug_McMillon
6,Akio_Toyoda
7,W._Craig_Jelinek
8,Mary_Barra
9,"Yoon_Boo_Keun_,_Jong-Kyun_Shin_,_Kwon_Oh-hyun"
10,Stefano_Pessina
11,Ryan_M._Lance
12,Rodney_McMullen
13,Phebe_Novakovic
14,Dennis_Muilenburg
15,Michael_Corbat
16,Ginni_Rometty
17,Brian_L._Roberts
18,Steven_A._Kandarian
19,Indra_Nooyi
20,Mark_Bertolini
21,Brian_Krzanich
22,Chuck_Robbins
23,Ian_Read
24,James_Quincey
25,R._Milton_Johnson
26,Alain_Monié
27,John_W._McReynolds
28,Donnie_Smith
29,Doug_Parker
30,Alex_Molinaroli
31,Kenneth_C._Frazier
32,David_H._Long
33,Lloyd_Blankfein
34,Darius_Adamczyk
35,Roger_W._Crandall
36,James_P._Gorman
37,David_Cordani
38,Sam_Walton
39,"William_C._Durant,Charles_Stewart_Mott"
40,"Jeffrey_H._Brotman,James_Sinegal"
41,"Bill_Gates,Paul_Allen"
42,Charles_Ranlett_Flint
43,"Ralph_J._Roberts,_Julian_A._Brodsky,_Daniel_Aaron"
44,"Bentonville,_AR"
45,"Redmond,_WA"
46,"Armonk,_North_Castle,_NY"
47,"Santa_Clara,_CA"
48,"Louisville,_KY"
49,"Burbank,_CA"
50,"San_Jose,_CA"
51,"New_York_City,_NY"
52,"Midland,_MI"
53,"Houston,_TX"
54,"Milwaukee,_WI"
55,"Kenilworth,_NJ"
56,"Chicago,_IL"
57,"Northfield_Township,_IL"
58,"Beaverton,_OR"
59,Brian_Chesky
60,Rajeev_Suri
